,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
563213,563214,B007JFMH8M,A95BNBRD7T2OR,Johana The290ss,0,0,5,1342310400,Love them!,I love them they are so chewy and they taste awesome I would definitively make them my favorite. If you are a fan of cookies you will love this ones.
563214,563215,B007JFMH8M,A6772Q9ZBZOMI,"Rachel R. Hutchings ""twilightmama31""",0,0,5,1342310400,These are great!,"I really like these cookies, they are soft and chewy and have the great taste of quaker oats....I will definately be buying these again."
563215,563216,B007JFMH8M,A11KR7FUZ85UQD,JJ,0,0,3,1342310400,Good,"I really liked the Quacker cookies. They were soft and tasted good. I dont think they tasted better than the chocolate chip kind but, they were still good."
563216,563217,B007JFMH8M,A1ZQCV5OTBDDYM,skaulitz,0,0,5,1342310400,"Soft, Chewy, and Delicious","I absolutely loved these!  They are soft, chewy, and irresistible.  They are not quite like homemade, but darn close.  I had a hard time eating the sample that I got from Influenster.com.  Both of my children asked for one bite and then were begging for more."
563217,563218,B007JFMH8M,AVYJR4PZSMC7J,ktshelt,0,0,4,1342310400,Next best to fresh homemade!,I received one of these cookies from Influenster and I am always reluctant to try pre-made cookies because they make my teeth hurt. I was pleasantly surprised when my teeth didn't hurt and the cookie made me think of cookies from my childhood. The cookie was fresh and was soft and I am not a huge fan of raisins but honestly I enjoyed them in this cookie. I will be buying a box of these as they are a great snack item for the kids.
563218,563219,B007JFMH8M,A2MFSX1QO1O6XL,StevieAlaine,0,0,3,1342310400,Won't replace homemade,"The kids LOVED this, but I mean, hey it's a large, soft, chewy cookie, of course they are going to love this. Hubby is a little more accustomed to my homemade cooking so he could take it or leave it. I thought there could be a few more raisins in it.<br /><br />Thank you influenster for allowing me to try this product."
563219,563220,B007JFMH8M,A38O1ORC6DMIC8,Pen Name,0,0,5,1342310400,Love these cookies,Oatmeal raisin cookies are my favorite cookies. These are very soft and the raisin are moist. Will definately be buying more
563220,563221,B007JFMH8M,A29BJXDGPRZZ6M,Shelley Stepp,0,0,5,1342310400,Love this cookie,"I loved these oatmeal raisin cookies. They were huge and full of flavor. if you love oatmeal raisin, you will LOVE these!!"
563221,563222,B007JFMH8M,A3TCC2QRWE1057,Stacy,0,0,5,1342310400,Yummy,These are great! My kiddos loved  them. Thanks influenster and quacker.<br />I received a sample and the kiddos ate them up.
563222,563223,B007JFMH8M,A108WU6MBLRCQ2,JMagson,0,0,3,1342310400,Not Bad for a Packaged Cookie,"These aren't bad for a packaged, commercial cookie. They don't taste fake, they aren't overly sweet, and they have a nice texture. My kids really liked them."
563223,563224,B007JFMH8M,AZL2XX95UP66F,bbsfnlg,0,0,5,1342310400,Yummy!,"These are so soft and delicious. They are from Quaker, so you know that they are good for you! My son and I both loved them."
563224,563225,B007JFMH8M,A1DYF6ECUCGHXY,Mamatasha09,0,0,5,1342310400,Soft cookie quaker,I absolutely loved this cookie! They are so delicious! i will continue to buy them. They are oist chewy and i could eat a whole box!
563225,563226,B007JFMH8M,A1A7VD0YGGDAPS,Maly,0,0,5,1342310400,Thinking differently about oatmeal,I never really liked oatmeal cookies but the commercial for the Quaker soft baked Oatmeal cookie bought me. I loved how soft it was and tasted just as fresh as a cookie that just cooled down out of the oven. I am addicted
563226,563227,B007JFMH8M,AE7GOY1DVV90P,kiko0510,0,0,5,1342310400,Delicious!,"My son doesn't usually enjoy cookies unless they are chocolate chip, or have frosting on them, but when I gave my 2 yr old the quaker soft baked oatmeal cookie, he ate it right up! they were delicious!"
563227,563228,B007JFMH8M,A2088N03XT252I,Elizabeth the best,0,0,5,1342310400,I love this cookie,I am a big fan of oatmeal cookies and no one does it better than Quaker..I however was surprised at how soft this cookies are...I was expecting to need to wrap it and put it in the microwave but it was perfect right out of the package.
563228,563229,B007JFMH8M,A1JJLIO36ZYX4V,Influenster Girl,0,0,5,1342310400,Yummmm!,"These cookies are delicious, and soft. and still taste as new out the package. I would definitely encourage everyone to get these. I guarantee you and your children will enjoy them :-)"
563229,563230,B007JFMH8M,AC9DSAOJYZQJY,"Kathy Sloan ""KatWoman""",0,0,5,1342310400,Yummy!,"Soft, and oh, so delicious! I'd about had it with packaged cookies until I tried these! You won't be disappointed!!"
563230,563231,B007JFMH8M,A3QX8851P2SPRI,Cloudydreamer,0,0,5,1342310400,delicious treat to eat,"I love oatmeal raisen cookies so when i heard that Quaker was selling a new soft baked cookie i was ready to try it. I was a little skeptical that it wouldn't live up to my expectations ,but Im glad i was wrong. It's so soft and yummy . it literally could have been a homemade cookie. its a great treat and i will definitely be buying more."
563231,563232,B007JFMH8M,A2QYHMYRVMV1ZH,Candace Brown,0,0,5,1342224000,yummy snacks,these soft cookies were vert good. I tryed the Oatmeal rasin soft cookies. They were good. I like oatmeal raisn cookies. I can't wait to try some other the other flavors. These cookies are an A++++ in my house hold. everyone loves them.
563232,563233,B007JFMH8M,A23EMS4X0ER4Y7,Heather Beckley,0,0,5,1342224000,To die for cookies!,"These cookies are so good! I never get to eat a whole one though, my kids keep snatching them! They didn't even seem to notice that they were healthy cookies that are actually good for you!"
563233,563234,B007JFMH8M,A2KKQN5F0SNY2L,klv53,0,0,5,1342224000,Great!,There are delicious.  I recommend for all the oatmeal cookie lovers!  My kids also loved the cookies as well.  Great for the whole family.
563234,563235,B007JFMH8M,A23QYBKI1630CV,Blei Mom,0,0,5,1342224000,Yum!,"I Love these oatmeal raisin cookies! They have a ton of flavor, are soft and moist, and I don't feel as guilty eating them, because they are quaker and I trust thier products to be delicious and a healthy alternative!"
563235,563236,B007JFMH8M,A1LCNGIJFB0EVS,lma,0,0,5,1342224000,YUM YUM IN OUR TUM TUM!!!,I recieved these in my Mom Voxbox from Influenster and my daughter loved them.  So after that we bought a box and we all loved this cookie!
563236,563237,B007JFMH8M,A1L7622GIOHOKH,Mike,0,0,5,1342224000,Yummy,"I recieved these in my Mom Voxbox from Influenster, all I can say is amazing. My son even likes them!"
563237,563238,B007JFMH8M,A148C4XEPCK9Z8,Dawn M. Pruit,0,0,5,1342224000,Awesome Goodness!,"I recently got the chance to sample Quaker Soft Baked Oatmeal Cookies via Influenster in my Mom VocBox and that cookie didn't last 2 minutes in my home!  Once it came out of the box, it was out of the wrapper and I had to split it 3 ways cause the kids saw it and had to have some.  Love the soft, chewy goodness and the flavor is so great and pure.  We are headed out to get some more!<br />*I recieved this product compliments of Influenster however all opinions are my own."
563238,563239,B007JFMH8M,A1I64I4DNTMVI0,LUCHANA,0,0,5,1342224000,delish,"I GOT TO TRY THIS QUAKER SOFT BAKED OATMEAL COOKIE THROUGH THE GOOD FOLKS FROM INFLUENSTER AFTER RECEIVING THEIR 2012 MOMVOX BOX, AND I MUST SAY I LOVE IT, FIRST OF ALL OATMEAL COOKIES ARE MY FAVORITE, SO THERE WASNT ANY DISAPPOINTMENT THERE, THE COOKIE RETAIN ITS SOFTNESS/FRESHNESS OFTER BEING OPENED BY ME FOR A WEEK NOW, AND THAT WAS GOOD, PLUS IT TASTE GREAT SO THUMBS UP"
563239,563240,B007JFMH8M,A1MSW4GEXW0B9M,Meredith,0,0,5,1342224000,Just Like Mama Used to Make!,"I received this product complimentary for testing purposes from Quaker and Influenster. I didn't hardly get it out of the box before my 2 year old spied it and had to try it! We split the tasty cookie and both really enjoyed it. I have since bought some of the crunchy Quaker cookies which are really good too, but I really do like the soft, chewy oatmeal raisin cookies for my daughters. It's great afternoon snack and easy to pack in my purse for trips to the zoo or swimming. Also, since there Quaker cookies it's a brand I trust and have used for years so that makes me feel happy about the choice I'm making for my children."
563240,563241,B007JFMH8M,A3V8ZNL3RNF1BI,V. Reyes Villarreal,0,0,5,1342224000,Love these!!,I love oatmeal and i love raisins. So the two combined was great!! I loved the Quaker oatmeal and raisin  soft cookie!! I have and will be a future repurchase for myself and my family.
563241,563242,B007JFMH8M,A32Q9FOJ1MJEHF,Chalsae,0,0,5,1342224000,Absolutely delicious!!,"As soon as I opened my Mom Vox Box, I pulled out this cookie. I LOVE oatmeal raisin and so does my 2 year old daughter, Lily. She started screaming, ""cookie, cookie mama, cookie"". So naturally I gave in. She liked it. She decided to eat it over her mac and cheese which is unusual for her! I did manage to steal a piece and it is amazingly good! I will definitely be buying these regularly!"
563242,563243,B007JFMH8M,A1WGOLZ6D7ADIK,Tatiz20,0,0,5,1342224000,Quaker soft cookie,"very soft and delicious cookie, the best i have had in a while thank you to influenster for allowing me to try this great product<br /><a href=""http://www.amazon.com/gp/product/B000YPML80"">Quaker Breakfast Cookies Oatmeal Chocolate Chip, 6-Count Boxes (Pack of 6)</a>"
563243,563244,B007JFMH8M,AOOFWCK48CR45,Pompup2,0,0,5,1342224000,"Quaker Soft Baked Oatmeal, Raisins are Yummy","These cookies are soft and delicious.  They are good for a quick, healthy snack or a quick breakfast.  This cookie lover highly recommends."
563244,563245,B007JFMH8M,A15ARCZBFXPLJP,Erika,0,0,4,1342224000,So good!,They are soft and chewy. they they taste like homemade cookies. I liked the fact that they weren't too sweet.
563245,563246,B007JFMH8M,A2L00I9B4V9F77,Riley,0,0,5,1342224000,Better than homemade,"Soft, chewey, & fresh! I recieved a free sample and would definitely buy it for my family & recomend to anyone!"
563246,563247,B007JFMH8M,A3ADADIUY2VMQY,erica,0,0,5,1342224000,Soft Baked cookies,These cookies are so good and soft.. I love these cookies eat atleast one everyday I find littles one's love them as well.. You can't go wrong with these cookies plus they are good for you..
563247,563248,B007JFMH8M,A2YEO8R7AA0G1Y,give a try,0,0,5,1342137600,Yummy ;0),I loved the quaker soft baked oatmeal cookie that i recieved complements of Influenster.com. The cookie was soft and chewy with a sweet cinnamon kick to it! I couldnt wait to buy more!
563248,563249,B007JFMH8M,AOR6RZIEAS241,pascale,0,0,5,1342137600,quaker soft baked cookie,I loved the quaker soft baked oatmeal cookie that i recieved complements of Influenster.com. The cookie was soft and chewy with a sweet cinnamon kick to it! I couldnt wait to buy more!
563249,563250,B007JFMH8M,ACP28QFJBMHWX,Sara Jackson,0,0,5,1342137600,YUMMY!!!,I received this product courtesy of Influenster and this is delicious..it was soft and full of flavor. I am definitely going to repurchase these.
563250,563251,B007JFMH8M,A3G4W7TC1J1043,sheenggiiee,0,0,5,1342137600,LOVED IT!!!,"I'm not such a RAISIN fan but boy, these Quaker Soft Baked Oatmeal Cookies sure made me changed my mind! I loved them! Very chewy!!! (:"
563251,563252,B007JFMH8M,A3B29ITB08I5MU,Janna,0,0,4,1342137600,Yum,"I was able to try this thanks to influenster.com. My daughter who is one ended up stealing it from me before i could finish my bite but what i got was delish, and she gobbled the rest right up. We will Definitely be buying more soon"
563252,563253,B007JFMH8M,A3IJO62UOO8K3F,bellastarlette,0,0,5,1342137600,YUMMY,I tried these courtesy of influenster.com as a prize. My family loved them. They taste very much like homemade cookies. I have already bought more.
563253,563254,B007JFMH8M,A3Q2NT71Q0R2OW,hljudd,0,0,5,1342137600,Yum,Who doesn't love cookies? these Quaker oatmeal raisin cookies are so good but made with whole grain and oats. For a sweet and healthy snack these are great. I love soft cookies so these were a hit.
563254,563255,B007JFMH8M,A15V4R9N8QS3BI,Jacqueline,0,0,4,1342137600,I'm a homemade fan but this is wonderful!,"I am a huge fan of homemade cookies but this one made me forget it was store bought! :)  Yummy, healthy and even my picky daughter liked it.  :)"
563255,563256,B007JFMH8M,A1IVYVCF909Y3C,Teisha,0,0,5,1342137600,Pleasantly suprised!!!,I am not normally a cookie fan but I tried this cookie and it was great!It was very soft and the taste was just wonderful. It isn't overly sweet so it is a great on the go snack for the entire family.
563256,563257,B007JFMH8M,A3PISDJ6R3JZDA,di2bhusker,0,0,5,1342137600,Wonderful,These cookies are wonderful and healthy for you.  My kids absolutely loved them and I love that they love something that is good for them!
563257,563258,B007JFMH8M,A2I5DV01ZUV8U4,"Beth Kolousek ""neko""",0,0,4,1342137600,Really good for a packaged cookie,The cookie was soft and not over bearingly sweet which is unusual for store bought packaged cookies. I would buy these again.
563258,563259,B007JFMH8M,A3V2Y09XX8LVLO,Chantal Cooper,0,0,5,1342137600,Super Yummy!,"I try to restrict the amount of sweets my family has, especially now that I am on a diet. I LOVED these cookies though! They come individually wrapped, which is great for on the go or for little ones. This also makes it easy for me to have just one at a time. They are SUPER YUMMY and  I can't wait to purchase more!"
563259,563260,B007JFMH8M,A3KI4RMH7JX91D,Stephanie,0,0,5,1342137600,Yummmm,At first I wasn't very excited to try the cookie just because I don't normally eat sweets but these were so good! I got the oatmeal one and I loved it. I wanted another when I was fished!
563260,563261,B007JFMH8M,A23SVJ5YBYXQDW,yher90,0,0,5,1342137600,Quaker Cookies,I absolutley loved the cookie. It had a great taste and it was chewy good. It was yummy in my tummy.
563261,563262,B007JFMH8M,A100CFHPG2AIP,Laura,0,0,4,1342137600,I LOVE these COOKIES!,I had the cookie and loved it. My boyfriend and daughter enjoys it as well! It's soft and chewy and would be a great on the go snack since they're individually packaged. How awesome is that! And all at 170 calories per cookie. I personally wouldn't go out and stock up like crazy because I'm more into veggies and fruit snacks but I would buy this again. Quaker always comes out with really great products! =]
563262,563263,B007JFMH8M,ACNGECLAPEYWP,jillg24,0,0,4,1342137600,Yummy & soft,"My 5 yr old son loved the cookies. I enjoyed it as well, I am just used to cookies being a bit sweeter."
563263,563264,B007JFMH8M,A2FZ3UAEXLWKP9,msjenna,0,0,5,1342137600,Healthy and delicious,"Quaker soft baked oatmeal cookie....ITS SO YUMMY!!! added on with a cup of milk, its chewy it isnt too sweet or not sweet at all."
563264,563265,B007JFMH8M,A220RG3VQRX3JK,r3dcarpetstatus,0,0,5,1342137600,everyone loves them!,"m, my daughter, my mother, my friends, all loveeeee these.... better than any bakery!! perfect homemade..... cant wait to get a big box of them!"
563265,563266,B007JFMH8M,A1IIOLH8KAECSO,TexasLulu,0,0,5,1342137600,Surprised it was so soft!,"I cannot rave enough about these cookies. I received a complementary cookie in my mom Vox box just a few days ago and within the same week bought an entire box to share with my family. These cookies are soft , generously sized and delicious. Definitely a good buy."
563266,563267,B007JFMH8M,A37RVR1EDMZRQT,LindseySavage,0,0,5,1342137600,Quaker Soft Baked Oatmeal Cookies,"I am in love with these cookies. They are soft and chewy, and I love how they are individualy wrapped so I don't have to worry with them going stale once I open the box. I definitely would reccomend them to anyone who likes oatmeal cookies or to anyone wanting to try something new."
563267,563268,B007JFMH8M,A2HGGEEE11AMJH,True2g,0,0,5,1342137600,Yum-O,"I don't normally like oatmeal cookies, but these cookies are so soft, moist, and melt-in-your mouth delicious that I fell in love. I think it's absolutely brilliant that Quaker Oats has started making oatmeal cookies! They are the experts on oatmeal! I can't wait to see what new flavors they come up with next. So far I've had the Oatmeal Raisin and the Banana and they were both very good. I also love the convenient single serve packaging, which is great for my daughter's school lunches."
563268,563269,B007JFMH8M,A2V63C6ND3ECO0,LMM,0,0,5,1342137600,Great Taste!,These cookies are very tasty and soft! I received a complementary cookie in my mom vox box and will definitely be buying more!
563269,563270,B007JFMH8M,A2SBXS4OLUFH89,thegrnstuff,0,0,5,1342137600,Quaker Oatmeal Cookie,"Excellent product, very filling, my teenager who eats NOTHING but pizza loves them!!!! Very aforable and easy to carry with you."
563270,563271,B007JFMH8M,A2QVDSOVCS1GM2,Meggy,0,0,4,1342137600,This is good.,"I don't usually like raisins in my cookies, but I got to try it out and this cookie was yummy!  It was filling and satisfying, too."
563271,563272,B007JFMH8M,A33F2CZLG4MDOF,independentmami,0,0,5,1342137600,YUMMY r my TUMMY,I like that these cookies are individually packed.  They are really good.  I really like that they are so soft.  They tasted fresh baked right out of the oven.  I loved them!
563272,563273,B007JFMH8M,A28GBNBN8BE3U1,alexa,0,0,5,1342137600,yummy!!!,My kids loved this cookie!! It was so soft it like melt in ur mouth! I would def buy this cookies again! U will need milk or water while u eat it tho its a little bit drying while eating. :-)
563273,563274,B007JFMH8M,ABFGQOKG43J1I,Katie Peterson Lane,0,0,4,1342137600,Super yummy!,Although not homemade they are as close as you are going to get in a packaged cookie!  They are really soft and full of flavor!  Just big enough to satisfy your sweet tooth too.  My kids really enjoyed these so I will repurchase!
563274,563275,B007JFMH8M,AFZFTS599CAZ1,DawnLC,0,0,3,1342137600,Smells amazing!,"When I first opened the package, I felt like a little kid again!  The cookie smelled just like the creamy oatmeal cookies my mom used to make when I was little!  I did not used to get heartburn as a little kid, though, and there was the drawback!  My tummy is just too tender for those crazy oats!"
563275,563276,B007JFMH8M,A1HVOIR3GDZIZE,Kristin,0,0,2,1342137600,"Ok, but not like homemade",I'm glad I got to try this before I actually purchased it.  I would not purchase these.  The initial flavor was ok then it left a kind of chemically after taste.  It kind of reminded me of eating a cookie with the texture of a biscuit.  I definitely needed something to wash it down.
563276,563277,B007JFMH8M,A2RAUWEGFE47AL,Tamra Drnnis,0,0,5,1342137600,OATMAZING!,"The Quaker Oatmeal cookies were absolutely delicious; soft, sweet, and perfect in every way! I will definitely be buying these often! They are very flavorful and just melt in your mouth!"
563277,563278,B007JFMH8M,A1UOPR5GQPDKS,JennyJJ,0,0,5,1342137600,So Soft and Delicious!,"I am the type of person who would rather bake something myself because I am so picky about taste and texture.  Let me just say that Quaker NAILED this cookie!  It's awesome!  Somehow it stayed soft and moist, and tasted like it was baked that morning.  Thanks for a quick, easy and healthy snack Quaker!"
563278,563279,B007JFMH8M,A37F541W7RG5MT,Jig,0,0,5,1342137600,Delicious,"These cookies are so great! They are soft and chewy and taste delicious. I really love homemade cookies right out of the oven, but these taste just as good! Quaker sure makes a great cookie!"
563279,563280,B007JFMH8M,A32JS1R9V5LB78,Bobbi,0,0,3,1342137600,Great Store Bought Cookies,"I received a Quaker Soft Baked Oatmeal Cookie from Influenster to try out and ended up really liking them. I shared the original cookie with my 3yo daughter and husband both of whom enjoyed it also. I actually ended up buying a box the next time we went grocery shopping.<br />The flavor of these is quite nice and the cookies are large and soft. I was impressed with the fact that they're moderately healthy and liked that they weren't too sweet.<br />The cookies are a bit expensive, and I'd prefer to make my own to have more control over the ingredients, but they are a good shopping choice. They're great for short trips or an emergency snack. I'd definitely buy more of them, but not on a weekly basis."
563280,563281,B007JFMH8M,A1VAQPAX16X2OT,bellavivere,0,0,4,1342051200,Soft baked cookies....YES PLEASE!,"Delicious, fresh-baked cookies without the hassle or trouble of making them!  can't wait to  taste more of their different flavors, so yum!"
563281,563282,B007JFMH8M,A103USS4JZN50K,Stunna,0,0,5,1342051200,yummy,cookie was so great nice and chewy the raisans was sweet and moist. everyone should give them a try you will love them. :)
563282,563283,B007JFMH8M,A1UJNBYW8L6N83,GlitterMunchies,0,0,5,1342051200,YUMMERZ,"QUAKER SOFT BAKED COOKIE IS NOTHN BUT AWESOME GOODNESS! QUAKER SOFT BAKED COOKIE IS DEF A COOKIE IM OK WITH ALLOWING MY CHILDREN TO HAVE ALL DAY EVERY DAY! NEXT ONE TO TRY ..... BANANA NUT? IM DOWN ! U DOWN? ABSOLUTELY LOVED THIS COOKIE , NOT ONLY IS IT GOOD FOR U BUT IT GETS U FULL AS WELL....SAY GOODBYE TO MUNCHING OUT ON COUNTLESS ""UNHEALTHY"" COOKIES. WHY PUT THAT OTHER STUFF IN YOUR SYSTEM? WHEN U CAN HAVE A QUAKER SOFTBAKED COOKIE! NEED I SAY YUMMERZ? I THINKS SO ! YUMMERZ ! AND KEEP UR HANDS OFF MY QUAKER SOFT BAKED COOKIE PEOPLE! LOL!"
563283,563284,B007JFMH8M,A22T7TNQPR4Y95,Zadidoll,0,0,5,1342051200,Soft & yummy,I received one from Influenster and love these cookies because it's soft and chewy without being too sweet. I just wish these were more readily available.
563284,563285,B007JFMH8M,A6B6BSUWGCBC3,Ash,0,0,5,1342051200,Quaker Oatmeal raisin Cookie I ' U,I received this Quaker oatmeal raisin cookie in my MOMVOXBOX from Influenster and when i tell you this cookie was soft and chewy and so delicious i dont even like oatmeal raisin cookies so i was very hesitant at first to try it. But after i took that first bite i was in love and i instantly went to the nearest walmart and bought a box of quakeroatmeal raisins cookies. This is a product that is worth a try and you also try the other flavors too and hey i even warm my cookies for a couple seconds in the microwave to get the fresh out the oven warmth going on but like i said try it. This cookie is DELICIOUS!!!!!!!!!!!!!!!
563285,563286,B007JFMH8M,A34UI1G8JJ1E4Q,"Jana Hansen ""Bananas for Bargains!""",0,0,4,1342051200,"Super Soft, Mega Delicious!","I was recently given a package of the Quaker Soft Baked Oatmeal cookies in my Mom VoxBox from Influenster. I'm already a huge fan of almost all Quaker products, and these cookies didn't disappoint. They're SUPER soft, and weren't dry whatsoever!!! The oatmeal cookie part has a great flavor, no weird aftertaste like some cookies do. The raisins were decent, nice and plump, juicy, didn't have the dried out look, and there were enough of them in the cookies, but not too many (meaning the kids will still eat them, lol). They were good sized cookies, individually wrapped to ensure freshness, and had a delicious taste. Now I'm craving them! Overall, they were a great cookie! I'd definitely purchase them again. Can't wait til they're back in stock on Amazon!"
563286,563287,B007JFMH8M,A13SGME8HN4P3U,DVMom,0,0,4,1342051200,Will buy more,"Quaker Soft Baked Oatmeal Raisin cookies taste closest to homebaked cookies than any others I have tried. My kids loved them, too. They are moist and flavorful. We like them as a snack, or even as a breakfast on the go!"
563287,563288,B007JFMH8M,A2B4SEB40GSX9Q,jezzi89,0,0,5,1342051200,Delicious,"Very very tasty! I received a sample cookie through influenster! This cookie was an amazing guilt free treat! Moist and full of flavor. I had an oatmeal raisin, but there are other flavors. Definitly worth buying. Much healthier than other cookies!"
563288,563289,B007JFMH8M,A2PWKW64LW71NU,SR,0,0,5,1342051200,Yummy!,This was a great cookie.  I was very happy with how soft it was.  Being in the individual wrapping made it easy to through in the diaper bag or purse.  My 18 month old son loved the cookie.  Would love to have these in the house at all times.  Such a healthier way to enjoy cookies.
563289,563290,B007JFMH8M,ADJ1WJUZ7MM4P,"Lisa D. Deyarmin ""book bunny""",0,0,5,1342051200,love love these,i love this cookies so does my family bought more this week when we went to the store i plan to keep this all the time they are a great snack
563290,563291,B007JFMH8M,A3IMO49QD6OYKN,D. A. Ross,1,1,4,1343088000,Guilty pleasure or guiltless treat?,"Let's be honest: there are few desserts that can compete with a fresh baked, chewy oatmeal cookie. Even better when it's oatmeal raisin! As such, I was somewhat skeptical of the Quaker Soft Baked Oatmeal Raisin cookies, as I'm generally let down by store-bought cookies. Well, I'm here to tell you, I have become a believer. I have seen the light! Here's a breakdown of what I think overall:<br /><br />TEXTURE:<br />The package says ""soft-baked,"" and brother, it is no lie. These cookies are soft, moist and chewy, thus negating the need to do the milk dunk. Though, ice cold milk is a requisite with cookies, regardless.<br /><br />SERVING SIZE:<br />At 42g, these cookies are pretty well-sized and will definitely satisfy even the hardiest of sugar seekers. It would take 3 Oreos to match the size of one oatmeal raisin. No contest.<br /><br />TASTE:<br />Dynamite. Sweet cinnamon and raisins definitely prevail in this recipe, giving the oatmeal an authentic, homemade flavor.<br /><br />NUTRITIONAL PROFILE:<br />Now, this is where Quaker loses a few points with me. Though certainly not the unhealthiest cookie out there (in fact, it's probably on the healthier end of the spectrum), there are a few select ingredients that could be avoided, such as corn syrup. But, each cookie does contain 4g of fiber, as well as several grams of healthy fats, and 2g protein! For those who are curious, here's the complete nutrient breakdown:<br /><br />Serving Size: 1 Cookie (42g)<br />Calories: 140<br />Total Fat: 6g (9%)<br />Saturated Fat: 1.5g (8%)<br />Polyunsaturated Fat: 1g<br />Monounsaturated Fat: 3.5g<br />Cholesterol: 15mg (5%)<br />Sodium: 150mg (6%)<br />Total Carbohydrate: 27g (9%)<br />Dietary Fiber: 4g (16%)<br />Sugars: 12g<br />Other Carbohydrate: 11g<br />Protein: 2g<br /><br />Ingredients: Whole Grain Oat Flour, Enriched Flour (Bleached and Unbleached Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Raisins, Whole Grain Rolled Oats, Sugar, Whole Wheat Flour, Palm and High Oleic Canola Oil (with TBHQ [preservative]), Fructose, Invert Sugar Syrup, Mid-Oleic Sunflower Oil, Raisin Paste, Inulin, Granola (Whole Grain Rolled Oats, Sugar, Partially Hydrogenated Soybean Oil*, Honey, Brown Sugar Molasses), Dried Eggs, Modified Corn Starch, Corn Syrup, Polydextrose, Leavening Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Oat Fiber, Propylene Glycol Mono- and Diesters of Fat and Fatty Acids, Mono- and Diglycerides, Soy Lecithin, BHT [to preserve freshness], Citric Acid [to preserve freshness], Wheat Gluten, Molasses, Calcium Phosphate, Salt, Natural Flavor, Cinnamon, Allspice, Corn Starch, Enzymes. *Adds a Dietarily Insignificant Amount of Trans Fat<br /><br />PACKAGING:<br />Stellar! Each cookie is individually wrapped for easy travel and consumption, so parents can toss one in their kid's lunch box, or tote one to the office for an easy snack/dessert.<br /><br />COST:<br />From what I can tell, the Quaker cookies are about par for the course in terms of cost, neither on the high nor low end, making for a pretty economical choice. Based on Amazon's pricing as I write this, the cost is slightly less than $1.00 per cookie. Not bad!<br /><br />OVERALL:<br />If you're looking to indulge in something sweet, somewhat healthy, and reminds you of a homemade treat, you can't do much better than Quaker Soft Baked Oatmeal Raisin cookies. The only challenge will be trying to resist a second helping, especially if you still have ice cold milk remaining in your glass."
563291,563292,B007JFMH8M,A23RZIU0N8K2KR,M. Caceres,1,1,5,1343088000,Great to take to the office or for kids to take to school!,"My box has an expiration date of September 13, 2012, which is a little bit less than 2 months (which is okay, because the cookies get eaten up fast!). The cookies, made with whole grain Quaker oats, are definitely soft baked, and you can taste the delicious oatmeal in every bite! My only criticism of these cookies is that even though they had raisins, I couldn't taste them! It was practically just an oatmeal taste.<br /><br />Each cookie's size is a bit larger the palm of an adult hand. I love that they are individually wrapped because it means I can take them on the go with me! Each cookie is 170 calories, has 1.5 gram of fat, 150mg of sodium, and 12gram of sugar. I don't recommend the cookies for warding off hunger if you are on a diet as the calories per cookie is pretty high. This is good as treats for children's lunches though or to have them in your car when ever you go hungry.<br /><br />Also, I dropped one of the cookies (still in the wrapper) on the floor and it did not crumble, which I was happy with."
563292,563293,B007JFMH8M,ADX0OP5C8DX1T,mdwilson,1,1,5,1342483200,Awesome Product,"This is a must have for those sweet tooth cravings. My youngest child is 6 and isn't much of a sweets eater. However, he found the sample I received from Influenster and he LOVED it! I have to say, I was a tad disappointed that he didn't save me any but he assured me it was ""yummy"" Will definitely keep these on stock."
563293,563294,B007JFMH8M,A1805KET2CBE7U,Rachel2703,1,1,5,1342483200,Very soft and yummy,These cookies are great! They are very soft and have a great flavor. Perfect for taking on the go for the kids.
563294,563295,B007JFMH8M,A2MWHLLN4QZ6BQ,ChicRoni,1,1,5,1342396800,Yummy Delicious...Can't Get Enough!,I received the Quaker Soft Baked Oatmeal Cookie in my Influenster Mom Vox Box. Let me just say that it was so yummy and delicious! After sharing it with my kiddos I was left wanting more. I will definitely be keeping these cookies on hand...the whole family loves them!
563295,563296,B007JFMH8M,A35K68AM80H2LI,Heaven1279,1,1,5,1342396800,So yummy!!,"My kids and I absolutely love these cookies, already on our 2nd box!! I am excited to try all the different flavors, good cookies and they are so tasty!! Yum"
563296,563297,B007JFMH8M,A2IQGEH7O523PL,Madilen,1,1,5,1342396800,Delicioso,My daughter and I absolutely love theses oatmeal cookies. Has the right amount of sweetness. Very soft not crunchy like most cookies. Taste like what grandma would bake at home.
563297,563298,B007JFMH8M,A1IJ0LJ66CFXBE,Shelly,1,1,5,1342396800,Quaker Soft Baked Oatmeal Cookie,"I received the Quaker oatmeal raisin cookie as part of my Mom voxbox from Influenster.com. It was the first thing I took out of the box because I was hungry. I was honestly expecting not to like it. When I first opened the bag it smelled very fresh. I took a bite of it and instantly loved it. I loved how fresh, soft and chewy the cookie was. I went out and bought more so my husband can also have some, he also loved them. They are a great on the go snack."
